state,name,lon,lat,region,ID,cluster
TX,Trent Mesa,-100.250488,32.455795,SW,56875,1
CA,Shiloh IV,-121.832291,38.115596999999994,SW,50891,6
TX,Cedro Hill,-98.85539200000001,27.599396000000002,SW,11283,5
TX,Goat Phase I,-100.798393,31.949594,SW,19783,1
TX,Blue Summit,-99.41199499999999,34.275696,SW,5771,1
CA,Solano Phase 3,-121.787888,38.080093,SW,51944,6
TX,Big Spring I,-101.360191,32.175796999999996,SW,4011,1
TX,Roscoe,-100.65329,32.459793,SW,47937,1
TX,Gulf Wind,-97.59689300000001,26.932995000000002,SW,22251,5
TX,King Mtn. Wind Ranch,-102.26438900000001,31.219694,SW,27978,1
CO,Peetz Table,-103.238892,40.900093,SW,41927,2
NM,San Juan Mesa,-103.86869,33.943394,SW,49277,1
CA,Manzana Winds,-118.45608500000002,34.953594,SW,32796,4
TX,Panther Creek II,-101.29559300000001,31.940096,SW,41090,1
TX,Notrees,-102.81559,31.968395,SW,38791,1
CA,Cemex River Plant,-117.305885,34.560097,SW,11385,4
TX,Stanton Energy Center,-101.847092,32.244396,SW,53329,1
TX,Camp Springs II,-100.907494,32.804893,SW,9075,1
TX,Trent Mesa Repower,-100.181007,32.424911,SW,56924,1
CO,Limon III,-103.410149,39.371593,SW,30389,0
CO,Peetz Table Wind Farm,-103.147293,40.942493,SW,42143,2
NM,Aragonne Wind LLC (Pastura),-105.13598600000002,34.813995,SW,1484,1
CA,Manzana Winds,-118.43788899999998,34.929695,SW,32773,4
CA,Shiloh II,-121.77048500000001,38.170593,SW,50745,6
CO,Cedar Point,-103.770088,39.389996000000004,SW,11199,0
CA,Montezuma Winds II,-121.81318700000001,38.119797,SW,36381,6
TX,Panther Creek III,-101.167191,31.964294,SW,41178,1
TX,Buffalo Gap 2,-100.214989,32.374393,SW,7707,1
TX,Capricorn Ridge expansion,-100.92439300000001,31.967295,SW,10012,1
CO,Spring Canyon,-103.032494,40.970493,SW,53110,2
TX,Trinity Hills,-98.666595,33.365795,SW,57058,1
CA,Mountain View Power Partners I & II,-116.604729,33.904537,SW,36617,4
UT,Milford Phase II,-112.93548600000001,38.582993,SW,35434,7
CO,Carousel,-102.10688,39.349655,SW,10216,0
TX,King Mtn. Wind Ranch,-102.24789399999999,31.210542999999998,SW,27923,1
TX,Capricorn Ridge,-100.948593,32.036594,SW,9801,1
CO,Peak View Wind,-104.51681500000001,37.670959,SW,41790,9
CO,Limon I,-103.68779,39.379395,SW,30206,0
TX,Horse Hollow II,-99.957024,32.183167,SW,25132,1
TX,Bull Creek,-101.60449200000001,32.960995000000004,SW,8184,1
TX,Capricorn Ridge expansion,-100.98799100000001,31.95859500000001,SW,9976,1
UT,Milford Phase I,-112.95958700000001,38.504494,SW,35338,7
TX,Callahan Divide,-100.009689,32.302589000000005,SW,8731,1
CO,Cedar Creek II,-103.76908900000001,40.927094,SW,11029,2
TX,Sweetwater IVa,-100.50408900000001,32.278294,SW,55071,1
CA,Solano Phase 3,-121.75478400000001,38.109196000000004,SW,51935,6
CA,Solano Phase 3,-121.79708899999999,38.088097,SW,51921,6
NM,Caprock Wind Ranch,-103.30249,34.972393,SW,10080,1
TX,Golden Spread Panhandle Wind Ranch,-102.194489,35.226593,SW,20033,1
CO,Golden West Wind Farm,-104.25406600000001,38.961014,SW,20153,0
TX,Sweetwater IVb,-100.50569200000001,32.263195,SW,55106,1
TX,Capricorn Ridge,-100.87249,31.908495000000002,SW,9808,1
TX,Wildorado,-102.24379,35.261593,SW,60657,1
TX,Langford,-100.731392,31.132795,SW,29530,1
TX,Trent Mesa Repower,-100.147163,32.426651,SW,56929,1
CO,Ponnequin (PSCo),-104.799988,40.994991,SW,43897,2
TX,Lone Star I,-99.47049,32.563393,SW,31042,1
TX,Panther Creek III,-101.139488,31.941595,SW,41264,1
TX,Llano Estacado Wind Ranch at White Deer,-101.24889399999999,35.453896,SW,30723,1
TX,Sherbino I,-102.378288,30.806194,SW,50639,1
TX,Bull Creek,-101.580894,32.912895,SW,8262,1
CA,Oasis Power Partners,-118.29526499999999,35.059216,SW,39212,4
TX,Blue Summit,-99.342392,34.312794,SW,5810,1
TX,Pyron (Roscoe III),-100.69989,32.625793,SW,45029,1
NM,New Mexico Wind Energy Center,-104.080894,34.558193,SW,37288,1
TX,Noble Great Plains,-101.379395,36.483593,SW,37923,1
TX,Panther Creek I,-101.45079,32.130096,SW,41044,1
TX,Capricorn Ridge expansion,-101.02374300000001,31.950689,SW,9893,1
CA,Manzana Winds,-118.45558899999999,34.924793,SW,32864,4
TX,JD Wind 4,-101.378792,36.380894,SW,26427,1
CA,Pine Tree Wind Farm,-118.18528700000002,35.27669500000001,SW,42834,4
TX,Horse Hollow Wind Energy Center,-100.001961,32.196507000000004,SW,25386,1
TX,Capricorn Ridge,-100.926895,31.862696000000003,SW,9781,1
CO,Northeast Colorado Wind,-102.82959,40.988995,SW,38614,2
TX,Wolf Ridge,-97.36409,33.727592,SW,61247,1
TX,Horse Hollow Wind Energy Center,-100.078285,32.235863,SW,25330,1
CA,Dillon,-116.55658700000001,33.935295,SW,15320,4
TX,Pyron (Roscoe III),-100.679588,32.591995000000004,SW,45013,1
CA,Shiloh III,-121.77428400000001,38.179695,SW,50821,6
TX,Hackberry,-99.459694,32.806095,SW,22418,1
TX,Cedro Hill,-98.864395,27.574995,SW,11291,5
TX,Elbow Creek Wind Farm,-101.437691,32.214496999999994,SW,16374,1
CO,Limon III,-103.393051,39.392204,SW,30395,0
TX,Roscoe,-100.676392,32.481895,SW,47868,1
TX,Papalote Creek,-97.531693,27.91429500000001,SW,41325,5
NM,Red Mesa,-107.383987,35.237595,SW,46148,3
TX,Papalote Creek,-97.455589,27.948395,SW,41354,5
TX,Goat Phase II,-100.76519,31.960896,SW,19860,1
TX,Barton Chapel,-98.294395,33.066395,SW,2812,1
CA,Shiloh Wind Project,-121.873993,38.168198,SW,50936,6
TX,Capricorn Ridge,-100.863396,31.878296000000002,SW,9679,1
TX,Papalote Creek,-97.45269,27.950294,SW,41279,5
CA,Oasis Power Partners,-118.278053,35.062046,SW,39179,4
TX,Cedro Hill,-98.957695,27.554794,SW,11281,5
TX,Sweetwater Phase III,-100.485168,32.327434999999994,SW,55254,1
CA,Mountain View Power Partners I & II,-116.604774,33.903893,SW,36693,4
TX,Capricorn Ridge,-100.855087,31.916945000000002,SW,9716,1
CO,NREL - NWTC,-105.222839,39.906052,SW,36967,0
CA,Alite Wind Farm,-118.344086,35.035896,SW,257,4
CO,Golden West Wind Farm,-104.225464,38.914852,SW,20146,0
CO,Ponnequin (PSCo),-104.798691,40.995792,SW,43895,2
CA,Mountain View Power Partners I & II,-116.615372,33.907092999999996,SW,36634,4
TX,Blue Summit,-99.378792,34.298294,SW,5779,1
CA,Manzana Winds,-118.46628600000001,34.919495,SW,32839,4
TX,Stanton Energy Center,-101.776291,32.169594000000004,SW,53327,1
CO,Cedar Point,-103.665993,39.473595,SW,11162,0
TX,Horse Hollow Wind Energy Center,-100.07235,32.230244,SW,25374,1
CO,Carousel,-102.178627,39.393955,SW,10181,0
TX,Camp Springs,-100.75919300000001,32.756294,SW,9063,1
NM,Red Mesa,-107.40319099999999,35.253895,SW,46123,3
CA,Manzana Winds,-118.457291,34.923195,SW,32803,4
CO,Golden West Wind Farm,-104.26994300000001,38.940922,SW,20158,0
TX,Capricorn Ridge expansion,-101.005173,31.942675,SW,9909,1
TX,King Mtn. Wind Ranch,-102.241493,31.243837,SW,27962,1
TX,Sweetwater Phase II,-100.404289,32.344509,SW,55191,1
TX,Whirlwind Energy Center,-101.089294,34.076893,SW,59700,1
TX,Trinity Hills,-98.66759499999999,33.409492,SW,57064,1
NM,San Juan Mesa,-103.86369300000001,33.966694,SW,49253,1
CO,Cedar Creek,-104.09159100000001,40.869991,SW,10949,2
TX,Pyron (Roscoe III),-100.655396,32.550095,SW,44977,1
TX,McAdoo,-101.02729000000001,33.803492999999996,SW,33560,1
TX,Capricorn Ridge,-101.00361600000001,32.011837,SW,9637,1
CA,Manzana Winds,-118.446289,34.944996,SW,32771,4
TX,South Trent Mesa,-100.135193,32.414993,SW,52536,1
CO,Cedar Creek,-104.059387,40.827393,SW,10762,2
NM,Roosevelt,-103.616272,33.913876,SW,47684,1
TX,Bull Creek,-101.59629100000001,32.935593,SW,8287,1
NM,Roosevelt,-103.481491,33.880554,SW,47688,1
NM,Aragonne Wind LLC (Pastura),-105.09799199999999,34.808994,SW,1485,1
CO,Spring Canyon,-103.02149200000001,40.975594,SW,53124,2
TX,Barton Chapel,-98.299194,33.100291999999996,SW,2829,1
CO,Cedar Point,-103.72489200000001,39.385193,SW,11140,0
TX,Pyron (Roscoe III),-100.62709,32.548393,SW,45001,1
TX,Inadale (Roscoe IV),-100.589989,32.529995,SW,25861,1
CO,Colorado Green Wind Project (Lamar),-102.582245,37.723225,SW,12844,9
CO,Limon I,-103.600487,39.401394,SW,30143,0
CA,Ocotillo Wind I,-116.066689,32.765194,SW,39358,8
NM,San Juan Mesa,-103.772095,33.946793,SW,49298,1
TX,Capricorn Ridge expansion,-101.028702,31.927925,SW,9911,1
