state,name,lon,lat,region,ID,cluster
OK,Canadian Hills,-98.010895,35.642193,MW,9409,0
KS,Caney River,-96.45829,37.413094,MW,9516,0
ND,Luverne,-97.885788,47.367493,MW,32323,3
ND,Langdon - OTP,-98.238792,48.714993,MW,29382,15
KS,Post Rock,-98.307289,38.898495,MW,44008,1
OK,Mammoth Plains,-98.663979,36.011963,MW,32706,2
OK,Seiling 2,-99.011024,36.169643,MW,49998,2
OK,Big Smile Wind Farm at Dempsey Ridge,-99.75499,35.532593,MW,3933,2
KS,Cimarron Bend II,-99.993591,37.346539,MW,12520,2
KS,Flat Ridge 2,-98.300491,37.356792,MW,17929,7
OK,Grant Plains,-97.739967,36.981491,MW,21481,0
OK,Osage Wind,-96.647499,36.709274,MW,40058,0
OK,Taloga,-98.931694,35.846794,MW,55460,2
OK,Breckinridge,-97.643272,36.443275,MW,6634,0
ND,Oliver County Wind Energy Center,-101.215988,47.18399,MW,39547,4
SD,Wessington Springs,-98.582291,44.011894,MW,59470,16
KS,Gray County Wind Farm Montezuma),-100.385895,37.577694,MW,21864,2
KS,Cimarron Bend II,-99.947823,37.391754,MW,12450,2
ND,Ashtabula Wind Center,-97.883591,47.12849,MW,2174,3
OK,Blue Canyon VI,-98.540794,34.900593,MW,5471,2
KS,Waverly,-95.574883,38.293537,MW,59187,13
OK,Frontier I,-97.113098,36.865086,MW,19183,0
KS,Smoky Hills II,-98.226593,38.870094,MW,51876,1
OK,Great Western,-99.476967,36.186382,MW,21968,2
NE,Prairie Breeze,-98.14579,41.968792,MW,44273,5
OK,Rocky Ridge I,-99.027191,35.112891999999995,MW,47284,2
KS,Cimarron II,-100.422493,37.867294,MW,12653,2
KS,Shooting Star,-99.424393,37.537895,MW,51164,2
OK,Seiling 2,-99.055382,36.164673,MW,49990,2
OK,Minco II,-98.021996,35.329494,MW,35588,0
NE,Steele Flats,-96.941391,40.025494,MW,53889,10
KS,Cedar Bluff,-99.750114,38.67065,MW,10590,2
ND,Brady Wind I,-102.611,46.719784,MW,6303,12
OK,Canadian Hills,-98.062988,35.643394,MW,9447,0
ND,Border Winds Project,-99.550758,48.98285300000001,MW,6246,6
OK,Seiling,-99.005943,36.133003,MW,49942,2
OK,Rocky Ridge I,-99.00959,35.185593,MW,47311,2
OK,OK Wind Energy Center(mooreland),-99.318344,36.602161,MW,38971,2
ND,Oliver III,-101.148384,46.974461,MW,39630,4
OK,Big Smile Wind Farm at Dempsey Ridge,-99.875595,35.546192,MW,3962,2
KS,Bloom,-99.954124,37.494495,MW,5190,2
ND,Baldwin,-100.710388,47.101994,MW,2519,18
OK,Grant Wind,-97.603935,36.921261,MW,21560,0
NE,Prairie Breeze,-98.198494,41.912594,MW,44185,5
ND,Border Winds Project,-99.532539,48.913101,MW,6251,6
ND,Baldwin,-100.690788,47.111591,MW,2536,18
ND,Prairie Winds ND 1,-101.265091,47.956993,MW,44649,4
OK,Weatherford Wind Energy Center,-98.721092,35.487293,MW,59333,2
OK,Great Western,-99.575554,36.14996,MW,21987,2
ND,Brady Wind II,-102.796486,46.582485,MW,6406,12
OK,Seiling,-99.054382,36.076374,MW,49897,2
ND,Ashtabula Wind Center,-97.909393,47.069393,MW,2083,3
NE,Grande Prairie,-98.498009,42.554512,MW,21147,5
KS,Gray County Wind Farm Montezuma),-100.405792,37.586494,MW,21853,2
ND,Ashtabula II,-97.910591,47.30809,MW,2004,3
OK,Taloga,-98.927094,35.853893,MW,55502,2
KS,Waverly,-95.667007,38.364006,MW,59233,13
KS,Ninnescah,-98.622856,37.590542,MW,37467,7
OK,Origin,-97.256401,34.41800300000001,MW,39968,0
ND,Langdon,-98.258186,48.579292,MW,29376,15
OK,Seiling 2,-98.953941,36.125065,MW,49978,2
ND,Courtenay,-98.612595,47.201199,MW,13360,9
KS,Ensign,-100.327988,37.619495,MW,17202,2
KS,Western Plains,-99.604553,37.856285,MW,59507,2
KS,Alexander,-99.542793,38.435001,MW,252,2
NE,Elkhorn Ridge,-97.664589,42.660393,MW,16736,5
OK,Big Smile Wind Farm at Dempsey Ridge,-99.82859,35.542995,MW,3948,2
OK,Seiling,-98.948959,36.096592,MW,49844,2
SD,Buffalo Ridge II,-96.616989,44.524193,MW,8069,11
KS,Elk River,-96.554192,37.58879500000001,MW,16653,0
KS,Meridian Way II,-97.770195,39.429691,MW,34297,1
OK,Origin,-97.279182,34.435326,MW,39990,0
OK,Drift Sand,-97.902733,34.823582,MW,15540,0
OK,Mammoth Plains,-98.624084,35.97636400000001,MW,32715,2
KS,Cimarron Bend II,-100.004517,37.378731,MW,12451,2
KS,Slate Creek,-97.290794,37.143459,MW,51693,0
OK,Taloga,-98.91909,35.868893,MW,55501,2
ND,Tatanka,-98.976784,45.965496,MW,55521,9
KS,Ninnescah,-98.563126,37.604309,MW,37546,7
KS,Ninnescah,-98.567017,37.605293,MW,37536,7
OK,Centennial Wind Farm,-99.5756,36.64146,MW,11413,2
OK,Centennial Wind Farm,-99.659988,36.645992,MW,11461,2
SD,Buffalo Ridge II,-96.651993,44.513191,MW,8088,11
