Assignee,Image Name,HAS WIND TURBINE? (Y(1)/N(0)),ANNOTATED BY,VERIFIED BY
,EM_37227.jpg',1,Caroline,Alena
,EM_38081.jpg',1,Caroline,Alena
,EM_38102.jpg',1,Caroline,Alena
,EM_38311.jpg',0,Caroline,Alena
,EM_38323.jpg',0,Caroline,Alena
,EM_38333.jpg',0,Caroline,Alena
,EM_38705.jpg',0,Caroline,Alena
,EM_38827.jpg',1,Caroline,Alena
,EM_38828.jpg',1,Caroline,Alena
,EM_38845.jpg',1,Caroline,Alena
,EM_38907.jpg',1,Caroline,Alena
,EM_39086.jpg',1,Caroline,Alena
,EM_39409.jpg',0,Caroline,Alena
,EM_39422.jpg',1,Caroline,Alena
,EM_39735.jpg',0,Caroline,Alena
,EM_39836.jpg',0,Caroline,Alena
,EM_39875.jpg',0,Caroline,Alena
,EM_39937.jpg',0,Caroline,Alena
,EM_40149.jpg',0,Caroline,Alena
,EM_40160.jpg',0,Caroline,Alena
,EM_40424.jpg',0,Caroline,Alena
,EM_40434.jpg',0,Caroline,Alena
,EM_40492.jpg',0,Caroline,Alena
,EM_42618.jpg',1,Caroline,Alena
,EM_42685.jpg',1,Caroline,Alena
,EM_42686.jpg',1,Caroline,Alena
,EM_42697.jpg',1,Caroline,Alena
,EM_42742.jpg',1,Caroline,Alena
,EM_43175.jpg',1,Caroline,Alena
,EM_43299.jpg',1,Caroline,Alena
,EM_43305.jpg',1,Caroline,Alena
,EM_43438.jpg',1,Caroline,Alena
,EM_43494.jpg',1,Caroline,Alena
,EM_43607.jpg',1,Caroline,Alena
,EM_43613.jpg',1,Caroline,Alena
,EM_43632.jpg',1,Caroline,Alena
,EM_43680.jpg',0,Caroline,Alena
,EM_43746.jpg',1,Caroline,Alena
,EM_43772.jpg',1,Caroline,Alena
,EM_43794.jpg',1,Caroline,Alena
,EM_43868.jpg',1,Caroline,Alena
,EM_44116.jpg',0,Caroline,Alena
,EM_44421.jpg',1,Caroline,Alena
,EM_44438.jpg',1,Caroline,Alena
,EM_44548.jpg',1,Caroline,Alena
,EM_44560.jpg',1,Caroline,Alena
,EM_44561.jpg',1,Caroline,Alena
,EM_44569.jpg',1,Caroline,Alena
,EM_44582.jpg',1,Caroline,Alena
,EM_44851.jpg',1,Caroline,Alena
,EM_45057.jpg',1,Caroline,Alena
,EM_45181.jpg',0,Caroline,Alena
,EM_45189.jpg',0,Caroline,Alena
,EM_45190.jpg',0,Caroline,Alena
,EM_45193.jpg',0,Caroline,Alena
,EM_45301.jpg',1,Caroline,Alena
,EM_46168.jpg',0,Caroline,Alena
,EM_46225.jpg',0,Caroline,Alena
,EM_46322.jpg',0,Caroline,Alena
,EM_46326.jpg',0,Caroline,Alena
,EM_46822.jpg',1,Caroline,Alena
,EM_46895.jpg',0,Caroline,Alena
,EM_46961.jpg',0,Caroline,Alena
,EM_47032.jpg',0,Caroline,Alena
,EM_47428.jpg',1,Caroline,Alena
,EM_47461.jpg',1,Caroline,Alena
,EM_47504.jpg',1,Caroline,Alena
,EM_47509.jpg',1,Caroline,Alena
,EM_47545.jpg',1,Caroline,Alena
,EM_47565.jpg',1,Caroline,Alena
,EM_48011.jpg',1,Caroline,Alena
,EM_50340.jpg',1,Caroline,Alena
,EM_50515.jpg',1,Caroline,Alena
,EM_51171.jpg',1,Caroline,Alena
,EM_51175.jpg',1,Caroline,Alena
,EM_51194.jpg',1,Caroline,Alena
,EM_54300.jpg',0,Caroline,Alena
,EM_54331.jpg',1,Caroline,Alena
,EM_54392.jpg',1,Caroline,Alena
,EM_54405.jpg',1,Caroline,Alena
,EM_54413.jpg',1,Caroline,Alena
,EM_54493.jpg',1,Caroline,Alena
,EM_54546.jpg',1,Caroline,Alena
,EM_54663.jpg',1,Caroline,Alena
,EM_54668.jpg',1,Caroline,Alena
,EM_54705.jpg',1,Caroline,Alena
,EM_54768.jpg',1,Caroline,Alena
,EM_54821.jpg',1,Caroline,Alena
,EM_56079.jpg',0,Caroline,Alena
,EM_56117.jpg',0,Caroline,Alena
,EM_56137.jpg',0,Caroline,Alena
,EM_56142.jpg',0,Caroline,Alena
,EM_56143.jpg',0,Caroline,Alena
,EM_56354.jpg',1,Caroline,Alena
,EM_56389.jpg',1,Caroline,Alena
,EM_56544.jpg',1,Caroline,Alena
,EM_56987.jpg',1,Caroline,Alena
,EM_57438.jpg',0,Caroline,Alena
,EM_57448.jpg',0,Caroline,Alena
,EM_57526.jpg',1,Caroline,Alena
,EM_57690.jpg',1,Caroline,Alena
,EM_57845.jpg',1,Caroline,Alena
,EM_57870.jpg',1,Caroline,Alena
,EM_57878.jpg',1,Caroline,Alena
,EM_58069.jpg',0,Caroline,Alena
,EM_58098.jpg',0,Caroline,Alena
,EM_58547.jpg',1,Caroline,Alena
,EM_59095.jpg',1,Caroline,Alena
,EM_59735.jpg',1,Caroline,Alena
,EM_59747.jpg',1,Caroline,Alena
,EM_59832.jpg',0,Caroline,Alena
,EM_59869.jpg',0,Caroline,Alena
,EM_60030.jpg',1,Caroline,Alena
,EM_60217.jpg',0,Caroline,Alena
,EM_60398.jpg',1,Caroline,Alena
,EM_60491.jpg',1,Caroline,Alena
,EM_61365.jpg',1,Caroline,Alena
,EM_61674.jpg',0,Caroline,Alena
,EM_61677.jpg',0,Caroline,Alena
,EM_61998.jpg',0,Caroline,Alena
,EM_62023.jpg',0,Caroline,Alena
,EM_62163.jpg',0,Caroline,Alena
,EM_62685.jpg',0,Caroline,Alena
,EM_63236.jpg',0,Caroline,Alena
,EM_63237.jpg',0,Caroline,Alena
,EM_63251.jpg',0,Caroline,Alena
,EM_63682.jpg',0,Caroline,Alena
,EM_63699.jpg',0,Caroline,Alena
,EM_63792.jpg',0,Caroline,Alena
,EM_63796.jpg',0,Caroline,Alena
,EM_63942.jpg',0,Caroline,Alena
,EM_63965.jpg',0,Caroline,Alena
,EM_63968.jpg',0,Caroline,Alena
,EM_63993.jpg',0,Caroline,Alena
,EM_64030.jpg',0,Caroline,Alena
,EM_64253.jpg',0,Caroline,Alena
,EM_64442.jpg',0,Caroline,Alena
,EM_64511.jpg',0,Caroline,Alena
,EM_64655.jpg',0,Caroline,Alena
,EM_64667.jpg',0,Caroline,Alena
,EM_64680.jpg',0,Caroline,Alena
,EM_65380.jpg',0,Caroline,Alena
,EM_65442.jpg',0,Caroline,Alena
,EM_65455.jpg',0,Caroline,Alena
,EM_65461.jpg',0,Caroline,Alena
,EM_65475.jpg',0,Caroline,Alena
,EM_65478.jpg',0,Caroline,Alena
,EM_65571.jpg',0,Caroline,Alena
,EM_65578.jpg',0,Caroline,Alena
,EM_66068.jpg',0,Caroline,Alena
,EM_67142.jpg',0,Caroline,Alena
,EM_67201.jpg',0,Caroline,Alena
,EM_67259.jpg',0,Caroline,Alena
,EM_67262.jpg',0,Caroline,Alena
,EM_67276.jpg',0,Caroline,Alena
,EM_67388.jpg',0,Caroline,Alena
