Assignee,Image Name,HAS WIND TURBINE? (Y(1)/N(0)),ANNOTATED BY,VERIFIED BY
Aya,NE_22681.jpg,0,Aya,Maddie
Aya,NE_22682.jpg,0,Aya,Maddie
Aya,NE_22692.jpg,0,Aya,Maddie
Aya,NE_22889.jpg,1,Aya,Maddie
Aya,NE_22894.jpg,1,Aya,Maddie
Aya,NE_22898.jpg,1,Aya,Maddie
Aya,NE_22900.jpg,1,Aya,Maddie
Aya,NE_22901.jpg,1,Aya,Maddie
Aya,NE_23916.jpg,1,Aya,Maddie
Aya,NE_23917.jpg,1,Aya,Maddie
Aya,NE_23931.jpg,1,Aya,Maddie
Aya,NE_23937.jpg,1,Aya,Maddie
Aya,NE_23945.jpg,1,Aya,Maddie
Aya,NE_23947.jpg,1,Aya,Maddie
Aya,NE_23951.jpg,1,Aya,Maddie
Aya,NE_24654.jpg,0,Aya,Maddie
Aya,NE_24655.jpg,0,Aya,Maddie
Aya,NE_24734.jpg,1,Aya,Maddie
Aya,NE_25558.jpg,1,Aya,Maddie
Aya,NE_25560.jpg,1,Aya,Maddie
Aya,NE_25563.jpg,1,Aya,Maddie
Aya,NE_25564.jpg,1,Aya,Maddie
Aya,NE_25575.jpg,1,Aya,Maddie
Aya,NE_25586.jpg,1,Aya,Maddie
Aya,NE_26272.jpg,1,Aya,Maddie
Aya,NE_26730.jpg,0,Aya,Maddie
Aya,NE_26731.jpg,0,Aya,Maddie
Aya,NE_26738.jpg,0,Aya,Maddie
Aya,NE_26740.jpg,0,Aya,Maddie
Aya,NE_26743.jpg,0,Aya,Maddie
Aya,NE_26749.jpg,0,Aya,Maddie
Aya,NE_26759.jpg,0,Aya,Maddie
Aya,NE_26761.jpg,0,Aya,Maddie
Aya,NE_27778.jpg,1,Aya,Maddie
Aya,NE_27786.jpg,1,Aya,Maddie
Aya,NE_27791.jpg,1,Aya,Maddie
Aya,NE_27805.jpg,1,Aya,Maddie
Aya,NE_27806.jpg,1,Aya,Maddie
Aya,NE_30090.jpg,1,Aya,Maddie
Aya,NE_32335.jpg,1,Aya,Maddie
Aya,NE_32336.jpg,1,Aya,Maddie
Aya,NE_32420.jpg,1,Aya,Maddie
Aya,NE_32886.jpg,1,Aya,Maddie
Aya,NE_32889.jpg,1,Aya,Maddie
Aya,NE_32890.jpg,1,Aya,Maddie
Aya,NE_32891.jpg,1,Aya,Maddie
Aya,NE_32903.jpg,1,Aya,Maddie
Aya,NE_32904.jpg,1,Aya,Maddie
Aya,NE_32924.jpg,1,Aya,Maddie
Aya,NE_32942.jpg,1,Aya,Maddie
Aya,NE_32944.jpg,1,Aya,Maddie
Aya,NE_32952.jpg,1,Aya,Maddie
Aya,NE_32954.jpg,1,Aya,Maddie
Aya,NE_32975.jpg,1,Aya,Maddie
Aya,NE_32985.jpg,1,Aya,Maddie
Aya,NE_32992.jpg,1,Aya,Maddie
Aya,NE_32997.jpg,1,Aya,Maddie
Aya,NE_32998.jpg,1,Aya,Maddie
Aya,NE_33001.jpg,1,Aya,Maddie
Aya,NE_33005.jpg,1,Aya,Maddie
Aya,NE_33017.jpg,1,Aya,Maddie
Aya,NE_33024.jpg,1,Aya,Maddie
Aya,NE_33032.jpg,1,Aya,Maddie
Aya,NE_33037.jpg,1,Aya,Maddie
Aya,NE_33040.jpg,1,Aya,Maddie
Aya,NE_33043.jpg,1,Aya,Maddie
Aya,NE_33059.jpg,1,Aya,Maddie
Aya,NE_33069.jpg,1,Aya,Maddie
Maddie,NE_33075.jpg,1,Maddie,Aya
Maddie,NE_33078.jpg,1,Maddie,Aya
Maddie,NE_33082.jpg,1,Maddie,Aya
Maddie,NE_33091.jpg,1,Maddie,Aya
Maddie,NE_33108.jpg,1,Maddie,Aya
Maddie,NE_33118.jpg,1,Maddie,Aya
Maddie,NE_33125.jpg,1,Maddie,Aya
Maddie,NE_33128.jpg,1,Maddie,Aya
Maddie,NE_33140.jpg,1,Maddie,Aya
Maddie,NE_33145.jpg,1,Maddie,Aya
Maddie,NE_33366.jpg,1,Maddie,Aya
Maddie,NE_33372.jpg,1,Maddie,Aya
Maddie,NE_33377.jpg,1,Maddie,Aya
Maddie,NE_33380.jpg,1,Maddie,Aya
Maddie,NE_36540.jpg,1,Maddie,Aya
Maddie,NE_36921.jpg,1,Maddie,Aya
Maddie,NE_36922.jpg,1,Maddie,Aya
Maddie,NE_36926.jpg,1,Maddie,Aya
Maddie,NE_37383.jpg,0,Maddie,Aya
Maddie,NE_37577.jpg,1,Maddie,Aya
Maddie,NE_37590.jpg,1,Maddie,Aya
Maddie,NE_37599.jpg,1,Maddie,Aya
Maddie,NE_37601.jpg,1,Maddie,Aya
Maddie,NE_37602.jpg,1,Maddie,Aya
Maddie,NE_37614.jpg,1,Maddie,Aya
Maddie,NE_37619.jpg,1,Maddie,Aya
Maddie,NE_37631.jpg,1,Maddie,Aya
Maddie,NE_37648.jpg,1,Maddie,Aya
Maddie,NE_37649.jpg,1,Maddie,Aya
Maddie,NE_37651.jpg,1,Maddie,Aya
Maddie,NE_37656.jpg,1,Maddie,Aya
Maddie,NE_37665.jpg,1,Maddie,Aya
Maddie,NE_37667.jpg,1,Maddie,Aya
Maddie,NE_37669.jpg,1,Maddie,Aya
Maddie,NE_37672.jpg,1,Maddie,Aya
Maddie,NE_37681.jpg,1,Maddie,Aya
Maddie,NE_37685.jpg,1,Maddie,Aya
Maddie,NE_37700.jpg,1,Maddie,Aya
Maddie,NE_37702.jpg,1,Maddie,Aya
Maddie,NE_37713.jpg,1,Maddie,Aya
Maddie,NE_37721.jpg,1,Maddie,Aya
Maddie,NE_37724.jpg,1,Maddie,Aya
Maddie,NE_37727.jpg,1,Maddie,Aya
Maddie,NE_37731.jpg,1,Maddie,Aya
Maddie,NE_37750.jpg,1,Maddie,Aya
Maddie,NE_37759.jpg,1,Maddie,Aya
Maddie,NE_37774.jpg,1,Maddie,Aya
Maddie,NE_37778.jpg,1,Maddie,Aya
Maddie,NE_37786.jpg,1,Maddie,Aya
Maddie,NE_37788.jpg,1,Maddie,Aya
Maddie,NE_37796.jpg,1,Maddie,Aya
Maddie,NE_37797.jpg,1,Maddie,Aya
Maddie,NE_37798.jpg,1,Maddie,Aya
Maddie,NE_37806.jpg,1,Maddie,Aya
Maddie,NE_37818.jpg,1,Maddie,Aya
Maddie,NE_37828.jpg,1,Maddie,Aya
Maddie,NE_37829.jpg,1,Maddie,Aya
Maddie,NE_37839.jpg,1,Maddie,Aya
Maddie,NE_37851.jpg,1,Maddie,Aya
Maddie,NE_37856.jpg,1,Maddie,Aya
Maddie,NE_37859.jpg,1,Maddie,Aya
Maddie,NE_37866.jpg,1,Maddie,Aya
Maddie,NE_37868.jpg,1,Maddie,Aya
Maddie,NE_37872.jpg,1,Maddie,Aya
Maddie,NE_37873.jpg,1,Maddie,Aya
Maddie,NE_37884.jpg,1,Maddie,Aya
Maddie,NE_37891.jpg,1,Maddie,Aya
Maddie,NE_37993.jpg,1,Maddie,Aya
Maddie,NE_38003.jpg,1,Maddie,Aya
Maddie,NE_38009.jpg,1,Maddie,Aya
Maddie,NE_38027.jpg,1,Maddie,Aya
Maddie,NE_38037.jpg,1,Maddie,Aya
Maddie,NE_38038.jpg,1,Maddie,Aya
Maddie,NE_38046.jpg,1,Maddie,Aya
Maddie,NE_38049.jpg,1,Maddie,Aya
Maddie,NE_38050.jpg,1,Maddie,Aya
Maddie,NE_38054.jpg,1,Maddie,Aya
Maddie,NE_39121.jpg,1,Maddie,Aya
Maddie,NE_39125.jpg,1,Maddie,Aya
Maddie,NE_39126.jpg,0,Maddie,Aya
Maddie,NE_39134.jpg,1,Maddie,Aya
Maddie,NE_39138.jpg,0,Maddie,Aya
Maddie,NE_39139.jpg,1,Maddie,Aya
Maddie,NE_39140.jpg,1,Maddie,Aya
Maddie,NE_39156.jpg,1,Maddie,Aya
Maddie,NE_39157.jpg,1,Maddie,Aya
Maddie,NE_39649.jpg,1,Maddie,Aya
Maddie,NE_39654.jpg,1,Maddie,Aya
Maddie,NE_39657.jpg,1,Maddie,Aya
Maddie,NE_39658.jpg,1,Maddie,Aya
Maddie,NE_39660.jpg,1,Maddie,Aya
Maddie,NE_39664.jpg,1,Maddie,Aya
Maddie,NE_39672.jpg,1,Maddie,Aya
Maddie,NE_39676.jpg,1,Maddie,Aya
Maddie,NE_39694.jpg,1,Maddie,Aya
Maddie,NE_39695.jpg,1,Maddie,Aya
Maddie,NE_39701.jpg,1,Maddie,Aya
Maddie,NE_41466.jpg,0,Maddie,Aya
Maddie,NE_41470.jpg,0,Maddie,Aya
Maddie,NE_45833.jpg,1,Maddie,Aya
Maddie,NE_47625.jpg,1,Maddie,Aya
Maddie,NE_47626.jpg,1,Maddie,Aya
Maddie,NE_47628.jpg,1,Maddie,Aya
Maddie,NE_47634.jpg,1,Maddie,Aya
Maddie,NE_47645.jpg,1,Maddie,Aya
Maddie,NE_47655.jpg,1,Maddie,Aya
Maddie,NE_47660.jpg,1,Maddie,Aya
Maddie,NE_48017.jpg,1,Maddie,Aya
Maddie,NE_48032.jpg,1,Maddie,Aya
Maddie,NE_48714.jpg,1,Maddie,Aya
Maddie,NE_48720.jpg,1,Maddie,Aya
Maddie,NE_53854.jpg,1,Maddie,Aya
Maddie,NE_53858.jpg,1,Maddie,Aya
Maddie,NE_54193.jpg,1,Maddie,Aya
Maddie,NE_54198.jpg,1,Maddie,Aya
Maddie,NE_54203.jpg,1,Maddie,Aya
Maddie,NE_54212.jpg,1,Maddie,Aya
Maddie,NE_54223.jpg,1,Maddie,Aya
Maddie,NE_54234.jpg,1,Maddie,Aya
Maddie,NE_54242.jpg,1,Maddie,Aya
Maddie,NE_54243.jpg,1,Maddie,Aya
Maddie,NE_58065.jpg,1,Maddie,Aya
Maddie,NE_59626.jpg,1,Maddie,Aya
Maddie,NE_61638.jpg,1,Maddie,Aya
Maddie,NE_63454.jpg,0,Maddie,Aya
Maddie,NE_63730.jpg,0,Maddie,Aya
Maddie,NE_63740.jpg,0,Maddie,Aya
Maddie,NE_63743.jpg,0,Maddie,Aya
Maddie,NE_63747.jpg,0,Maddie,Aya
Maddie,NE_64325.jpg,0,Maddie,Aya
Maddie,NE_65262.jpg,0,Maddie,Aya
