Assignee,Image Name,HAS WIND TURBINE? (Y(1)/N(0)),ANNOTATED BY,VERIFIED BY
,NW_28473.jpg',1,,
,NW_28570.jpg',1,,
,NW_29756.jpg',1,,
,NW_29778.jpg',1,,
,NW_29825.jpg',1,,
,NW_29899.jpg',1,,
,NW_29902.jpg',1,,
,NW_29904.jpg',1,,
,NW_29926.jpg',Error,,
,NW_30550.jpg',1,,
,NW_30557.jpg',1,,
,NW_30561.jpg',1,,
,NW_32079.jpg',Error,,
,NW_32081.jpg',1,,
,NW_32101.jpg',Error,,
,NW_32157.jpg',Error,,
,NW_32166.jpg',1,,
,NW_32170.jpg',Error,,
,NW_32182.jpg',1,,
,NW_33191.jpg',1,,
,NW_33449.jpg',Error,,
,NW_33667.jpg',1,,
,NW_33670.jpg',Error,,
,NW_33701.jpg',1,,
,NW_35484.jpg',1,,
,NW_36309.jpg',0,,
,NW_36552.jpg',1,,
,NW_36767.jpg',1,,
,NW_37390.jpg',Error,,
,NW_37432.jpg',1,,
,NW_37446.jpg',Error,,
,NW_38468.jpg',1,,
,NW_39710.jpg',Error,,
,NW_40717.jpg',1,,
,NW_41832.jpg',1,,
,NW_43365.jpg',0,,
,NW_43366.jpg',Error,,
,NW_45666.jpg',1,,
,NW_45684.jpg',1,,
Frankie,NW_46639.jpg',1,,
Aya,NW_46662.jpg',1,,
,NW_46663.jpg',error,,
,NW_46665.jpg',error,,
,NW_46721.jpg',1,,
,NW_46723.jpg',1,,
,NW_47170.jpg',1,,
,NW_47171.jpg',error,,
,NW_47196.jpg',1,,
,NW_47366.jpg',1,,
,NW_47433.jpg',error,,
,NW_47581.jpg',1,,
,NW_47595.jpg',1,,
,NW_48048.jpg',error,,
,NW_48057.jpg',0,,
,NW_48078.jpg',0,,
,NW_48080.jpg',0,,
,NW_48107.jpg',1,,
,NW_48885.jpg',1,,
,NW_48889.jpg',1,,
,NW_48905.jpg',error,,
,NW_49756.jpg',1,,
,NW_50248.jpg',1,,
,NW_50249.jpg',1,,
,NW_50251.jpg',error,,
,NW_50262.jpg',1,,
,NW_50264.jpg',1,,
,NW_50271.jpg',error,,
,NW_50275.jpg',1*,,
,NW_51216.jpg',1,,
,NW_51262.jpg',0,,
,NW_51274.jpg',0,,
,NW_52196.jpg',1,,
,NW_52207.jpg',error,,
,NW_52209.jpg',1,,
,NW_52256.jpg',1,,
,NW_52280.jpg',1,,
,NW_52290.jpg',error,,
,NW_52330.jpg',0,,
,NW_52333.jpg',0,,
,NW_53082.jpg',1,,
,NW_53351.jpg',1,,
,NW_53367.jpg',1,,
,NW_53368.jpg',1,,
,NW_53376.jpg',error,,
,NW_53397.jpg',1,,
,NW_53424.jpg',error,,
,NW_53430.jpg',1,,
,NW_53509.jpg',1,,
,NW_53515.jpg',error,,
,NW_53563.jpg',1*,,
,NW_53567.jpg',1,,
,NW_53592.jpg',error,,
,NW_53595.jpg',error,,
,NW_53606.jpg',1* (small),,
,NW_53616.jpg',1,,
,NW_53641.jpg',1,,
,NW_53687.jpg',1,,
,NW_53691.jpg',1,,
,NW_53692.jpg',1,,
,NW_53719.jpg',error,,
,NW_53722.jpg',1,,
,NW_53751.jpg',error,,
,NW_53766.jpg',1,,
,NW_53767.jpg',1,,
,NW_53781.jpg',1,,
,NW_53799.jpg',error,,
,NW_53801.jpg',1,,
,NW_53817.jpg',1* (small),,
,NW_54929.jpg',1,,
,NW_56625.jpg',1,,
,NW_56646.jpg',1,,
,NW_56674.jpg',1,,
,NW_56686.jpg',1,,
,NW_56704.jpg',1,,
,NW_57115.jpg',1,,
,NW_57207.jpg',1*,,
,NW_57985.jpg',1,,
,NW_58275.jpg',error,,
,NW_58333.jpg',1,,
,NW_58373.jpg',error,,
,NW_58376.jpg',1,,
,NW_58409.jpg',error,,
,NW_58411.jpg',1,,
,NW_59666.jpg',1*,,
,NW_59928.jpg',error,,
,NW_59970.jpg',1,,
,NW_59979.jpg',1,,
,NW_60224.jpg',1,,
,NW_60253.jpg',1*,,
,NW_60262.jpg',1,,
,NW_60275.jpg',1,,
,NW_60276.jpg',1,,
,NW_60295.jpg',error,,
,NW_60302.jpg',1,,
,NW_60310.jpg',error,,
,NW_60313.jpg',1,,
,NW_60335.jpg',1,,
,NW_60355.jpg',1,,
,NW_60700.jpg',1,,
,NW_60712.jpg',1,,
,NW_60717.jpg',1,,
,NW_61039.jpg',error,,
,NW_61040.jpg',1,,
,NW_61056.jpg',1,,
,NW_61109.jpg',1,,
,NW_61136.jpg',1,,
,NW_61148.jpg',1,,
,NW_61163.jpg',error,,
,NW_61176.jpg',1,,
,NW_61339.jpg',error,,
,NW_61358.jpg',1,,
,NW_61732.jpg',0,,
,NW_61754.jpg',0,,
,NW_61775.jpg',0,,
,NW_62377.jpg',0,,
,NW_62391.jpg',1,,
,NW_62401.jpg',error,,
,NW_62444.jpg',error,,
Aya,NW_62481.jpg',error,,
