Assignee,Image Name,HAS WIND TURBINE? (Y(1)/N(0)),ANNOTATED BY,VERIFIED BY
,SW_22395.jpg',1,,
,SW_22463.jpg',0,,
,SW_22504.jpg',0,,
,SW_23294.jpg',0,,
,SW_23488.jpg',0,,
,SW_23579.jpg',0,,
,SW_23580.jpg',0,,
Caroline,SW_23737.jpg',0,,
Madeleine ,SW_23764.jpg',0,,
,SW_23803.jpg',0,,
,SW_24403.jpg',REMOVE,,
,SW_24460.jpg',check,,
,SW_24997.jpg',0,,
,SW_25004.jpg',0,,
,SW_25079.jpg',1,,
,SW_25132.jpg',1,,
,SW_25374.jpg',1,,
,SW_25386.jpg',1,,
,SW_25824.jpg',1,,
,SW_25936.jpg',1,,
,SW_25998.jpg',1,,
,SW_26018.jpg',1,,
,SW_26589.jpg',1,,
,SW_26892.jpg',1,,
,SW_26916.jpg',1,,
,SW_26939.jpg',1,,
,SW_26964.jpg',1,,
,SW_27010.jpg',1,,
,SW_27274.jpg',1,,
,SW_27288.jpg',1,,
,SW_27585.jpg',1,,
,SW_27962.jpg',1,,
,SW_27978.jpg',1,,
,SW_28033.jpg',1,,
,SW_29444.jpg',1,,
,SW_29448.jpg',1,,
,SW_29462.jpg',not very visible,,
,SW_29507.jpg',1,,
,SW_29530.jpg',1,,
,SW_30143.jpg',1,,
,SW_30157.jpg',1,,
,SW_30206.jpg',1,,
,SW_30389.jpg',1,,
,SW_30395.jpg',1,,
,SW_30621.jpg',0,,
,SW_30634.jpg',0,,
,SW_30723.jpg',1,,
,SW_30981.jpg',0,,
,SW_31042.jpg',1,,
,SW_31060.jpg',1,,
,SW_31205.jpg',0,,
,SW_31354.jpg',1,,
,SW_31390.jpg',1,,
,SW_31523.jpg',0,,
,SW_31542.jpg',0,,
,SW_31569.jpg',0,,
,SW_31610.jpg',0,,
,SW_31644.jpg',0,,
,SW_31646.jpg',0,,
,SW_31658.jpg',0,,
,SW_31661.jpg',0,,
,SW_31734.jpg',0,,
,SW_31776.jpg',0,,
,SW_31831.jpg',0,,
,SW_31867.jpg',0,,
,SW_32502.jpg',0,,
,SW_32578.jpg',1,,
,SW_32796.jpg',1,,
,SW_32803.jpg',1,,
,SW_32839.jpg',1,,
,SW_32864.jpg',1,,
,SW_33357.jpg',0,,
,SW_33560.jpg',1,,
,SW_33574.jpg',1,,
,SW_34386.jpg',REMOVE,,
,SW_34430.jpg',REMOVE,,
,SW_34431.jpg',REMOVE,,
,SW_34472.jpg',REMOVE,,
,SW_34486.jpg',REMOVE,,
,SW_34508.jpg',REMOVE,,
,SW_34563.jpg',REMOVE,,
,SW_34581.jpg',REMOVE,,
,SW_34591.jpg',REMOVE,,
,SW_34596.jpg',REMOVE,,
,SW_34599.jpg',REMOVE,,
,SW_34617.jpg',REMOVE,,
,SW_34630.jpg',REMOVE,,
,SW_34658.jpg',REMOVE,,
,SW_34775.jpg',0,,
,SW_34836.jpg',0,,
,SW_34909.jpg',0,,
,SW_35338.jpg',1,,
,SW_35339.jpg',1,,
,SW_35447.jpg',1,,
,SW_36016.jpg',REMOVE,,
,SW_36059.jpg',REMOVE,,
,SW_36061.jpg',REMOVE,,
,SW_36217.jpg',REMOVE,,
,SW_36260.jpg',REMOVE,,
,SW_36263.jpg',REMOVE,,
,SW_36354.jpg',1,,
,SW_36617.jpg',1,,
,SW_36634.jpg',1,,
,SW_36693.jpg',1,,
,SW_36967.jpg',1,,
,SW_37275.jpg',1,,
,SW_37288.jpg',1,,
,SW_37302.jpg',1,,
,SW_37337.jpg',1,,
,SW_37926.jpg',1,,
,SW_38613.jpg',1,,
,SW_38628.jpg',1,,
,SW_38672.jpg',1,,
,SW_38791.jpg',1,,
,SW_39053.jpg',1,,
,SW_39179.jpg',1,,
,SW_39202.jpg',1,,
,SW_39212.jpg',1,,
,SW_39239.jpg',1,,
,SW_39358.jpg',1,,
,SW_39500.jpg',0,,
,SW_40235.jpg',0,,
,SW_40339.jpg',1,,
,SW_40343.jpg',1,,
,SW_40587.jpg',0,,
,SW_40838.jpg',0,,
,SW_40887.jpg',0,,
,SW_41044.jpg',1,,
,SW_41090.jpg',1,,
,SW_41178.jpg',1,,
,SW_41187.jpg',not clear,,
,SW_41243.jpg',1,,
,SW_41264.jpg',1,,
,SW_41269.jpg',1,,
,SW_41279.jpg',1,,
,SW_41592.jpg',REMOVE,,
,SW_41611.jpg',REMOVE,,
Madeleine,SW_41688.jpg',REMOVE,,
Maddie ,SW_41742.jpg',1,,
,SW_41790.jpg',1,,
,SW_41877.jpg',1,,
,SW_41927.jpg',1,,
,SW_42121.jpg',1,,
,SW_42143.jpg',1,,
,SW_42283.jpg',1,,
,SW_42412.jpg',1,,
,SW_42586.jpg',0,,
,SW_42834.jpg',1,,
,SW_43038.jpg',1,,
,SW_43897.jpg',1,,
,SW_44950.jpg',1,,
,SW_44977.jpg',1,,
,SW_45013.jpg',1,,
,SW_45029.jpg',1,,
,SW_45421.jpg',0,,
,SW_45481.jpg',0,,
,SW_45484.jpg',0,,
,SW_45506.jpg',0,,
,SW_45886.jpg',1,,
,SW_46089.jpg',1,,
,SW_46148.jpg',1,,
,SW_46447.jpg',1,,
,SW_46461.jpg',1,,
,SW_46525.jpg',1,,
,SW_46797.jpg',0,,
,SW_47214.jpg',0,,
,SW_47222.jpg',0,,
,SW_47663.jpg',1,,
,SW_47693.jpg',1,,
,SW_47708.jpg',1,,
,SW_47868.jpg',1,,
,SW_47913.jpg',1,,
,SW_47937.jpg',1,,
,SW_48181.jpg',0,,
,SW_48268.jpg',0,,
,SW_48283.jpg',0,,
,SW_48340.jpg',0,,
,SW_48412.jpg',0,,
,SW_48763.jpg',0,,
,SW_48960.jpg',0,,
,SW_49015.jpg',1,,
,SW_49106.jpg',1,,
,SW_49120.jpg',1,,
,SW_49190.jpg',1,,
,SW_49253.jpg',1,,
,SW_49277.jpg',1,,
,SW_49298.jpg',1,,
,SW_50113.jpg',0,,
,SW_50413.jpg',0,,
,SW_50424.jpg',0,,
,SW_50452.jpg',0,,
,SW_50639.jpg',1,,
,SW_50650.jpg',1,,
,SW_50707.jpg',1,,
,SW_50745.jpg',1,,
,SW_50906.jpg',1,,
,SW_50917.jpg',1,,
,SW_51251.jpg',1,,
,SW_51396.jpg',1,,
,SW_51533.jpg',1,,
,SW_51606.jpg',1,,
,SW_51980.jpg',1,,
,SW_52854.jpg',0,,
,SW_52977.jpg',0,,
,SW_53069.jpg',0,,
,SW_53120.jpg',1,,
,SW_53124.jpg',1,,
,SW_53145.jpg',1,,
,SW_53243.jpg',1,,
,SW_53329.jpg',1,,
,SW_53916.jpg',0,,
,SW_53927.jpg',0,,
,SW_53941.jpg',0,,
,SW_53943.jpg',0,,
,SW_53977.jpg',0,,
,SW_53988.jpg',0,,
,SW_55028.jpg',1,,
,SW_55072.jpg',1,,
,SW_55106.jpg',1,,
,SW_55174.jpg',1,,
,SW_55191.jpg',1,,
,SW_55213.jpg',1,,
,SW_55254.jpg',1,,
,SW_55348.jpg',0,,
,SW_55359.jpg',0,,
,SW_55364.jpg',0,,
,SW_55449.jpg',0,,
,SW_55663.jpg',1,,
,SW_55711.jpg',1,,
,SW_55788.jpg',1,,
,SW_55899.jpg',1,,
,SW_55912.jpg',1,,
,SW_55926.jpg',1,,
,SW_55986.jpg',1,,
,SW_55998.jpg',1,,
,SW_56719.jpg',0,,
,SW_56924.jpg',1,,
,SW_56929.jpg',1,,
,SW_57044.jpg',1,,
,SW_57058.jpg',1,,
,SW_57064.jpg',1,,
,SW_57259.jpg',0,,
,SW_57382.jpg',1,,
,SW_58008.jpg',0,,
,SW_58612.jpg',1,,
,SW_58692.jpg',1,,
,SW_58785.jpg',0,,
,SW_58833.jpg',1,,
,SW_58872.jpg',1,,
,SW_59700.jpg',1,,
,SW_60141.jpg',0,,
,SW_60171.jpg',1,,
,SW_60535.jpg',0,,
,SW_60798.jpg',0,,
,SW_60809.jpg',0,,
,SW_60841.jpg',0,,
,SW_60858.jpg',0,,
,SW_60991.jpg',1,,
,SW_61008.jpg',0,,
,SW_61024.jpg',0,,
,SW_61296.jpg',1,,
,SW_61441.jpg',1,,
,SW_61487.jpg',1,,
,SW_62327.jpg',0,,
,SW_62333.jpg',0,,
,SW_62841.jpg',0,,
,SW_62864.jpg',0,,
,SW_62901.jpg',0,,
,SW_62913.jpg',0,,
,SW_63423.jpg',0,,
,SW_63544.jpg',0,,
,SW_64142.jpg',1,,
,SW_64302.jpg',0,,
,SW_64338.jpg',0,,
,SW_64361.jpg',0,,
,SW_64384.jpg',0,,
,SW_64745.jpg',0,,
,SW_64759.jpg',0,,
,SW_65765.jpg',0,,
,SW_66169.jpg',0,,
,SW_66173.jpg',0,,
,SW_66346.jpg',1,,
,SW_66389.jpg',1,,
,SW_66390.jpg',1,,
,SW_66496.jpg',1,,
,SW_66861.jpg',1,,
,SW_66932.jpg',1,,
,SW_66999.jpg',1,,
,SW_67005.jpg',1,,
,SW_67041.jpg',0,,
,SW_67072.jpg',0,,
,SW_67078.jpg',0,,
,SW_67347.jpg',0,,
,SW_67397.jpg',0,,
,SW_67419.jpg',0,,
,SW_67528.jpg',0,,
,SW_67545.jpg',0,,
Maddie ,SW_67564.jpg',0,,
