state,name,lon,lat,region,ID,cluster
NY,Hardscrabble,-74.9049,43.088791,NE,22883,6
NY,Maple Ridge (Lowville),-75.629395,43.785591,NE,33032,0
NY,Marble River,-73.941597,44.88839,NE,33141,2
ME,Kibby Mountain II,-70.547096,45.32869,NE,27791,11
ME,Rollins,-68.39299799999999,45.294392,NE,47632,4
MD,Criterion,-79.290199,39.404793,NE,13668,9
NY,Dutch Hill/Cohocton,-77.492393,42.530792,NE,15738,3
NY,Steel Winds II,-78.861,42.804893,NE,53858,3
NY,High Sheldon,-78.4076,42.724491,NE,23931,3
NY,Munnsville,-75.539795,42.953991,NE,36935,6
NY,Dutch Hill/Cohocton,-77.40149699999998,42.526493,NE,15755,3
NH,Granite Reliable Power,-71.298698,44.753193,NE,21454,1
NY,Maple Ridge,-75.513695,43.697891,NE,32892,0
NY,Maple Ridge,-75.56019599999998,43.720791,NE,32942,0
MA,Ipswich II,-70.846397,42.717293,NE,26272,8
MD,Roth Rock,-79.460594,39.26099,NE,48018,9
MA,MWRA Deer Island,-70.957298,42.347092,NE,32336,8
MD,Roth Rock,-79.4674,39.254791,NE,48034,9
NY,Noble Wethersfield,-78.265198,42.601391,NE,38046,3
NY,Maple Ridge,-75.528999,43.724991,NE,32964,0
NY,Orangeville Wind,-78.270935,42.729961,NE,39664,3
NY,Noble Chateaugay,-74.025398,44.877689,NE,37740,2
ME,Rollins,-68.392899,45.301792,NE,47640,4
ME,Oakfield Wind,-68.090073,46.062431,NE,39134,4
MD,Roth Rock,-79.447701,39.275494,NE,48017,9
NY,Maple Ridge (Lowville),-75.63029499999998,43.826492,NE,33076,0
MA,Berkshire East Ski Area,-72.866798,42.616291,NE,3472,7
NY,Maple Ridge (Lowville),-75.61219799999998,43.808292,NE,33064,0
NY,Howard,-77.511299,42.323994,NE,25563,3
NY,High Sheldon,-78.4272,42.761692,NE,23906,3
NY,Dutch Hill/Cohocton,-77.525497,42.443291,NE,15751,3
NY,High Sheldon,-78.406494,42.72039,NE,23945,3
ME,Rollins,-68.400803,45.28109,NE,47626,4
NY,High Sheldon,-78.424797,42.758991,NE,23916,3
NH,Granite Reliable Power,-71.28409599999998,44.726192,NE,21433,1
NY,Dutch Hill/Cohocton,-77.399498,42.529892,NE,15743,3
NY,High Sheldon,-78.394196,42.731293,NE,23947,3
NY,Maple Ridge (Lowville),-75.613098,43.775593,NE,33026,0
NY,Maple Ridge,-75.540497,43.731091,NE,32921,0
NY,Noble Bliss,-78.275696,42.556091,NE,37669,3
MA,Fairhaven Wind,-70.8722,41.637192,NE,17360,5
NY,Noble Clinton,-74.009895,44.920692,NE,37829,2
NY,Maple Ridge,-75.573097,43.73679,NE,32891,0
NY,Howard,-77.5215,42.316692,NE,25575,3
ME,Rollins,-68.364899,45.383392,NE,47644,4
NY,Noble Ellenburg,-73.969101,44.879292,NE,37856,2
MA,Philips Lightolier,-71.116997,41.74609,NE,42649,5
NY,Noble Wethersfield,-78.239998,42.60659,NE,38044,3
MA,Berkshire Wind,-73.274101,42.582291,NE,3473,7
NY,Noble Altona,-73.6455,44.809391,NE,37631,2
NY,High Sheldon,-78.40909599999998,42.776093,NE,23917,3
NY,Noble Chateaugay,-74.036697,44.886192,NE,37751,2
NY,Noble Ellenburg,-73.989998,44.863792,NE,37876,2
NY,Noble Chateaugay,-74.044495,44.914791,NE,37727,2
ME,Oakfield Wind,-68.08918800000001,46.02108,NE,39140,4
ME,Record Hill,-70.6315,44.665192,NE,45838,1
NY,High Sheldon,-78.382195,42.729591,NE,23952,3
NY,Maple Ridge,-75.533401,43.70229000000001,NE,32910,0
NH,Groton,-71.81289699999998,43.769993,NE,22211,12
NY,Maple Ridge (Lowville),-75.605202,43.802891,NE,33017,0
NY,Maple Ridge (Lowville),-75.594398,43.80069,NE,33050,0
NY,Noble Ellenburg,-73.932999,44.86729,NE,37860,2
NY,Noble Bliss,-78.243095,42.571392,NE,37652,3
ME,Rollins,-68.361298,45.400291,NE,47651,4
ME,Oakfield Wind,-68.089111,46.026131,NE,39142,4
NY,Orangeville Wind,-78.244087,42.708202,NE,39658,3
NY,Marble River,-73.938896,44.961693,NE,33090,2
NY,Maple Ridge,-75.537498,43.730392,NE,32954,0
ME,Oakfield Wind,-68.077919,46.02047,NE,39151,4
ME,Kibby Mountain II,-70.583199,45.331593,NE,27778,11
NY,Maple Ridge,-75.5914,43.771992,NE,32935,0
NH,Granite Reliable Power,-71.314499,44.774391,NE,21430,1
NY,Noble Wethersfield,-78.297798,42.601593,NE,38010,3
NY,Noble Altona,-73.64679699999998,44.815392,NE,37619,2
NY,Noble Wethersfield,-78.239998,42.603592,NE,38027,3
NY,High Sheldon,-78.403397,42.734894,NE,23904,3
NH,Groton,-71.830696,43.780891,NE,22223,12
NY,Hardscrabble,-74.899796,43.104893,NE,22892,6
NY,Orangeville Wind,-78.236397,42.725193,NE,39687,3
NY,Maple Ridge,-75.594398,43.772591,NE,32931,0
NY,Maple Ridge (Lowville),-75.608299,43.797489,NE,33001,0
NY,Noble Chateaugay,-74.031898,44.880192,NE,37741,2
MD,Fair Wind,-79.374527,39.338421,NE,17347,9
ME,"Kibby Mountain, phase I",-70.5438,45.400692,NE,27805,11
NY,Howard,-77.53429399999997,42.295994,NE,25559,3
NY,Maple Ridge,-75.56109599999998,43.778992,NE,32992,0
NY,Marble River,-73.913399,44.895592,NE,33145,2
MA,Hoosac,-73.040497,42.737591,NE,24727,7
NY,Noble Chateaugay,-74.03479,44.882301,NE,37759,2
NY,Noble Wethersfield,-78.285294,42.615791,NE,38024,3
NY,Noble Bliss,-78.227997,42.536591,NE,37686,3
NY,Noble Bliss,-78.23679399999997,42.572193,NE,37702,3
NY,Noble Bliss,-78.25349399999998,42.571392,NE,37705,3
NY,Noble Altona,-73.6343,44.83939,NE,37629,2
NY,High Sheldon,-78.396996,42.744392,NE,23951,3
NY,Noble Bliss,-78.2397,42.560093,NE,37649,3
NY,Maple Ridge (Lowville),-75.6073,43.81319000000001,NE,32998,0
NY,Maple Ridge,-75.534401,43.74799,NE,32952,0
NY,Noble Wethersfield,-78.291,42.604794,NE,37996,3
NY,Maple Ridge,-75.668396,43.807091,NE,32890,0
MD,Criterion,-79.353394,39.357292,NE,13648,9
NY,Marble River,-73.941399,44.98069,NE,33140,2
NY,Noble Chateaugay,-74.065895,44.918991,NE,37712,2
NY,Madison Windpower,-75.450096,42.896191,NE,32420,6
NY,Noble Bliss,-78.23159799999998,42.562092,NE,37672,3
NY,Orangeville Wind,-78.28439300000002,42.775494,NE,39694,3
NY,Marble River,-73.952301,44.935989,NE,33133,2
MA,Falmouth II,-70.621498,41.609291,NE,17363,5
ME,Record Hill,-70.631897,44.671593,NE,45833,1
ME,Mars Hill,-67.813599,46.538792,NE,33372,4
NY,Marble River,-73.93539399999997,44.914089,NE,33134,2
NY,Noble Altona,-73.648399,44.830391,NE,37577,2
NY,Noble Altona,-73.6595,44.817093,NE,37590,2
ME,Oakfield Wind,-68.07067099999999,46.062359,NE,39156,4
NY,Dutch Hill/Cohocton,-77.527794,42.44099,NE,15720,3
ME,Stetson Wind expansion,-67.958702,45.595989,NE,54234,4
NY,Noble Bliss,-78.291595,42.54129,NE,37685,3
NY,Orangeville Wind,-78.219498,42.716591,NE,39695,3
NY,Dutch Hill/Cohocton,-77.420998,42.542492,NE,15741,3
NY,Noble Chateaugay,-74.041801,44.92569,NE,37724,2
NY,Noble Clinton,-74.005096,44.91679,NE,37828,2
NY,Noble Altona,-73.628197,44.80769,NE,37621,2
